CallTimestamp,Call Type,EmployeeID,CallDuration,WaitTime,CallAbandoned
9/12/2020 12:42,3,G586239,974,0,0
7/7/2020 13:12,3,G586239,177,0,0
7/4/2020 15:22,3,C206355,611,0,0
10/8/2020 9:26,3,N772493,239,29,0
12/26/2020 19:01,2,D411745,1007,0,0
2/7/2020 12:09,2,P286634,1134,9,0
7/29/2020 12:09,3,S704443,1294,0,0
12/26/2020 15:26,3,B971624,920,0,0
8/12/2020 8:00,2,B971624,957,0,0
9/23/2020 18:56,1,N470942,373,175,1
3/11/2020 10:04,3,T387561,199,282,0
3/14/2020 16:53,1,U559430,121,16,0
1/22/2020 17:45,2,V732706,601,16,0
8/15/2020 10:12,2,P203824,188,0,0
7/4/2020 11:03,2,K399501,406,0,0
10/12/2020 14:09,3,M794992,591,21,0
4/16/2020 11:46,1,J192194,114,63,0
4/6/2020 16:24,1,E778362,851,0,0
5/25/2020 14:18,1,T664783,601,191,0
11/14/2020 8:54,1,V126561,408,0,0
12/30/2020 19:34,3,V228277,730,13,0
10/23/2020 13:19,3,J419954,151,0,0
10/1/2020 16:34,2,F542348,1318,14,0
7/14/2020 10:22,3,U641256,1124,26,0
12/20/2020 19:48,3,O362956,963,0,0
5/24/2020 16:32,1,J549755,1179,0,0
5/1/2020 10:58,3,J173690,818,0,0
7/29/2020 16:36,3,P286634,442,18,1
10/3/2020 8:15,2,M163408,340,140,0
8/19/2020 19:12,3,S704443,1439,0,0
9/1/2020 19:42,3,U559430,328,27,1
7/20/2020 17:04,3,G727038,1285,0,0
1/14/2020 13:02,3,U641256,282,0,0
4/20/2020 10:36,3,U641256,144,0,0
2/11/2020 14:07,3,K273930,1193,0,0
9/5/2020 10:25,3,N620104,781,21,0
1/27/2020 8:45,2,X991580,1362,25,0
11/3/2020 15:04,2,C319958,149,0,0
6/30/2020 9:03,2,M794992,1261,142,0
10/16/2020 15:56,2,S274120,674,0,0
9/4/2020 19:37,3,G727038,60,21,0
4/16/2020 13:24,3,Y193775,1207,283,0
10/18/2020 10:40,2,K399501,1122,0,0
10/22/2020 14:59,2,C206355,529,23,0
12/16/2020 12:13,3,M794992,711,15,0
2/25/2020 10:18,3,D774655,92,0,0
11/4/2020 8:30,3,V126561,552,0,0
4/19/2020 12:20,2,V732706,1204,13,0
6/3/2020 9:19,1,H438047,119,9,1
9/12/2020 19:23,3,E988252,285,228,0
9/25/2020 10:31,2,Q921541,1230,9,1
12/14/2020 12:58,3,O856292,84,12,0
8/14/2020 14:58,1,G727038,482,0,0
1/30/2020 10:58,3,B971624,1170,3,0
9/13/2020 17:12,3,B651033,1440,160,0
5/15/2020 14:42,1,X409223,127,0,0
10/26/2020 19:07,2,E988252,45,0,0
2/13/2020 18:49,3,I543040,736,200,0
4/20/2020 17:15,3,N119221,530,10,0
10/16/2020 16:57,1,B971624,1126,13,0
12/17/2020 17:27,3,M855788,484,9,0
1/19/2020 11:26,2,N772493,383,0,0
2/23/2020 14:00,3,K669566,443,18,0
3/10/2020 18:04,2,E137708,1230,249,0
2/15/2020 17:02,3,S704443,1451,129,0
5/20/2020 17:22,1,C206355,534,0,0
1/9/2020 11:40,3,B971624,1274,6,0
3/22/2020 19:04,3,X409223,191,0,0
6/21/2020 16:29,2,T664783,951,14,0
10/19/2020 8:30,2,K399501,822,15,0
9/19/2020 13:29,3,K273930,640,3,0
6/3/2020 15:25,2,F542348,1303,0,0
1/28/2020 17:27,2,A166733,762,202,0
11/16/2020 10:39,3,E778362,351,221,0
3/2/2020 15:51,2,X110622,956,0,0
5/30/2020 19:40,3,K222775,1378,0,0
4/2/2020 19:44,1,A475155,1194,28,0
12/30/2020 19:40,3,J173690,414,0,0
7/22/2020 9:30,3,H438047,1265,1,0
12/12/2020 8:33,1,K273930,1406,29,0
2/3/2020 19:44,3,N470942,133,4,0
11/12/2020 18:42,3,N620104,773,5,0
8/13/2020 16:02,1,K669566,458,10,0
9/16/2020 11:01,2,J549755,352,23,0
3/30/2020 13:23,3,I281837,1007,0,0
10/28/2020 17:42,2,S274120,78,2,0
3/5/2020 15:13,3,K669566,1162,0,0
10/18/2020 17:57,1,U559430,651,92,0
3/28/2020 18:28,2,K399501,412,0,0
7/21/2020 11:39,3,J173690,669,12,0
9/22/2020 9:12,1,T659609,1062,10,1
4/7/2020 13:26,3,A475155,1182,0,0
11/5/2020 11:48,3,A166733,931,17,0
10/18/2020 13:28,3,I281837,271,29,1
4/1/2020 19:19,2,J173690,812,0,0
9/28/2020 13:58,3,F533051,1415,0,0
5/14/2020 15:17,2,U559430,1401,7,0
4/11/2020 10:57,1,E137708,1150,0,0
8/14/2020 13:22,2,V732706,1317,19,0
6/20/2020 9:25,3,L736768,610,140,0
6/30/2020 16:07,3,S564705,363,0,0
4/2/2020 16:36,3,D774655,1393,0,0
4/1/2020 9:48,3,C319958,215,0,0
4/13/2020 17:32,3,S704443,1419,7,0
5/19/2020 9:14,3,U559430,217,167,0
6/3/2020 13:08,1,M855788,1412,4,0
7/17/2020 12:08,2,P286634,88,0,0
9/19/2020 9:12,3,J173690,301,14,0
6/10/2020 18:30,3,F533051,1346,100,0
12/13/2020 18:22,3,A166733,823,0,0
8/5/2020 15:16,3,D411745,233,3,0
9/5/2020 19:01,3,H438047,1170,66,0
11/30/2020 11:11,3,X991580,595,28,0
4/25/2020 14:42,1,M855788,567,172,0
5/27/2020 13:47,1,T664783,589,20,0
6/2/2020 15:19,2,C319958,1197,15,0
9/22/2020 10:36,3,G586239,643,0,1
7/2/2020 19:12,2,X409223,1460,0,0
9/10/2020 12:10,2,N470942,172,22,0
7/28/2020 8:00,3,M794992,993,8,0
1/30/2020 13:19,3,C206355,1459,0,0
7/26/2020 10:23,2,A475155,535,17,0
2/6/2020 12:28,3,Q921541,1105,26,0
3/19/2020 14:49,3,T664783,599,28,0
6/16/2020 8:46,2,M855788,654,120,0
4/6/2020 9:03,3,X991580,347,0,0
10/12/2020 14:12,2,Q921541,524,7,0
9/4/2020 14:29,3,H438047,45,0,0
1/5/2020 18:21,2,I543040,19,0,1
6/25/2020 16:25,3,M794992,532,0,0
12/3/2020 12:56,3,I543040,839,0,0
3/6/2020 16:50,3,J419954,983,21,1
11/7/2020 10:45,3,I543040,207,3,0
4/23/2020 18:05,1,I281837,1130,135,0
11/17/2020 16:35,3,J549755,1198,0,0
8/5/2020 12:52,3,K669566,75,17,0
1/11/2020 12:10,3,B651033,857,0,0
12/6/2020 17:26,3,G586239,1380,15,0
3/31/2020 14:49,2,N772493,1036,0,0
12/9/2020 16:58,2,T659609,370,0,0
12/21/2020 16:52,3,V228277,377,0,0
7/11/2020 18:45,1,T387561,51,0,0
2/17/2020 11:16,1,J173690,1497,1,0
5/1/2020 9:30,2,O856292,550,29,0
10/25/2020 18:06,2,D411745,442,0,0
5/13/2020 18:51,2,S704443,706,30,0
10/17/2020 10:49,3,V828034,350,19,0
7/2/2020 19:35,3,F542348,690,12,0
1/11/2020 16:54,3,F542348,360,21,0
1/31/2020 17:02,3,V126561,384,0,0
4/16/2020 18:20,2,G727038,1487,10,0
4/28/2020 12:24,3,J419954,129,0,0
6/4/2020 16:34,3,J419954,1246,11,0
10/19/2020 15:43,2,N620104,1278,0,0
1/8/2020 11:14,2,H438047,220,13,1
5/21/2020 10:29,2,K399501,349,265,0
7/11/2020 13:16,3,P286634,515,13,0
12/25/2020 19:26,2,K222775,1027,255,0
3/2/2020 18:03,1,O362956,484,0,1
3/27/2020 13:38,3,A166733,542,0,0
7/5/2020 19:48,3,S274120,931,25,0
7/8/2020 10:34,3,N620104,1265,0,0
11/30/2020 14:32,2,N620104,155,0,0
12/7/2020 15:18,2,X825147,1060,0,0
1/10/2020 14:32,3,K915074,559,235,0
9/14/2020 10:21,2,J632516,1466,0,0
1/17/2020 16:30,1,C206355,900,18,0
1/18/2020 19:29,2,G586239,1484,17,0
6/4/2020 19:34,1,K273930,63,0,0
2/27/2020 15:16,3,D774655,318,5,0
6/13/2020 8:27,3,S704443,662,26,0
9/2/2020 18:05,3,V126561,1106,0,0
11/14/2020 18:47,3,T664783,428,25,0
11/25/2020 18:12,1,O856292,677,0,0
3/13/2020 8:18,3,K222775,343,24,1
11/30/2020 8:21,3,J632516,1185,0,1
6/18/2020 19:12,2,N620104,1131,301,1
11/9/2020 19:41,1,V732706,1107,13,0
12/4/2020 17:59,1,F542348,891,18,0
5/14/2020 8:18,2,B651033,1240,24,0
6/1/2020 13:11,2,C206355,699,3,0
11/3/2020 19:15,3,J632516,315,7,0
2/12/2020 14:34,3,V828034,681,28,0
11/11/2020 16:51,3,I281837,1303,0,0
4/15/2020 13:34,2,I992869,1369,28,0
5/7/2020 9:51,3,A166733,77,2,0
10/17/2020 11:41,3,P203824,841,0,1
8/7/2020 9:46,3,A475155,118,30,0
12/28/2020 18:24,2,Y193775,293,29,0
7/7/2020 13:51,3,C206355,847,15,0
12/27/2020 10:57,3,V732706,582,25,0
1/8/2020 20:00,3,L736768,1175,0,0
1/24/2020 19:52,1,J419954,1154,0,0
9/10/2020 8:06,2,C206355,1451,108,0
11/25/2020 11:41,2,X991580,1306,19,0
4/16/2020 12:25,3,A166733,1496,0,0
4/23/2020 14:45,1,Q921541,264,0,0
8/18/2020 8:14,3,O856292,224,0,0
3/4/2020 12:55,3,K222775,606,0,0
5/9/2020 10:57,3,G727038,850,30,0
7/19/2020 12:13,3,I281837,1155,0,0
12/13/2020 10:52,1,H438047,301,0,0
8/13/2020 8:10,3,N119221,167,0,0
5/10/2020 16:04,3,O856292,1458,0,1
7/8/2020 19:09,1,V828034,1484,23,0
5/10/2020 17:51,2,X991580,485,0,0
11/8/2020 18:51,3,E243130,56,12,0
10/9/2020 9:03,3,N119221,287,0,0
4/2/2020 18:54,3,J192194,761,5,0
8/21/2020 15:59,2,T387561,831,21,0
7/28/2020 15:14,2,K399501,837,0,0
3/30/2020 19:58,2,N620104,741,3,0
1/27/2020 13:48,3,V732706,1386,0,0
5/30/2020 8:27,3,T664783,1287,35,0
7/13/2020 12:16,3,J632516,1063,22,0
4/8/2020 14:01,3,S564705,1400,0,0
3/26/2020 18:43,3,I543040,455,0,1
1/13/2020 15:55,1,S274120,1315,20,0
2/1/2020 10:34,3,V828034,648,185,0
9/21/2020 18:15,2,X110622,1280,5,0
7/14/2020 18:28,3,C206355,406,0,0
8/1/2020 16:25,2,B651033,233,0,0
7/31/2020 16:52,2,C319958,173,0,0
2/3/2020 10:10,3,C319958,841,0,0
8/11/2020 11:54,3,V828034,871,2,0
10/18/2020 12:56,1,T664783,652,0,0
3/2/2020 12:43,3,C206355,1286,0,0
12/13/2020 19:49,1,G727038,255,0,0
3/7/2020 11:07,1,T659609,1443,22,0
3/1/2020 19:59,1,V828034,213,26,0
3/6/2020 8:42,2,M794992,654,3,0
4/27/2020 9:35,1,G727038,1053,14,0
11/1/2020 9:27,1,E778362,412,0,0
4/14/2020 8:24,3,S564705,109,113,0
8/31/2020 14:18,2,D774655,1054,0,0
2/24/2020 11:42,2,K222775,370,0,0
9/18/2020 18:36,2,X110622,1219,20,0
9/4/2020 12:15,2,G586239,512,10,0
2/8/2020 9:59,2,O362956,1294,0,0
8/4/2020 16:02,3,N772493,262,0,0
6/5/2020 11:48,3,T664783,1396,266,0
3/10/2020 17:14,2,B861430,506,0,1
8/24/2020 13:47,3,O856292,113,0,0
10/7/2020 14:40,2,C206355,119,83,0
2/18/2020 14:09,1,U559430,360,234,0
8/23/2020 18:42,1,J192194,689,0,0
12/4/2020 12:34,1,F533051,881,0,0
8/7/2020 12:33,3,J419954,1207,0,0
2/12/2020 13:00,1,D411745,1175,0,0
9/6/2020 13:51,2,B971624,729,9,0
8/26/2020 18:06,3,V828034,929,0,0
7/1/2020 15:13,2,O362956,1156,18,0
3/23/2020 10:10,3,K915074,640,72,0
8/10/2020 8:28,1,E778362,1131,0,0
6/12/2020 13:53,3,K669566,420,294,0
9/20/2020 14:19,2,K399501,332,0,0
10/25/2020 16:28,2,M163408,978,0,0
5/30/2020 12:03,2,D411745,900,0,0
6/19/2020 10:13,3,U194381,1163,0,0
10/12/2020 8:35,2,I281837,794,294,0
8/11/2020 9:06,1,E988252,1343,23,0
8/2/2020 9:26,2,G727038,504,0,0
3/2/2020 15:56,1,J549755,835,84,0
11/11/2020 14:18,3,C206355,1047,0,0
1/11/2020 8:07,3,F542348,992,17,0
4/25/2020 18:51,2,J419954,294,0,0
9/6/2020 18:10,3,X991580,304,35,0
1/13/2020 17:36,2,G586239,1148,9,0
6/12/2020 13:16,2,K399501,927,18,1
12/31/2020 10:26,1,K273930,188,23,0
5/23/2020 15:55,1,O362956,129,0,0
4/5/2020 19:09,2,O856292,1444,0,1
8/24/2020 9:15,3,S274120,61,16,0
11/10/2020 14:40,2,X409223,1134,0,0
6/27/2020 14:19,3,J549755,1108,0,0
8/5/2020 18:11,2,G586239,920,0,0
1/12/2020 17:05,2,M855788,1079,18,0
8/9/2020 18:04,3,D411745,885,243,0
11/3/2020 9:18,3,J632516,403,9,0
7/19/2020 8:55,3,G727038,258,6,0
5/1/2020 15:45,3,T664783,1063,4,0
7/2/2020 12:37,2,O856292,985,0,0
4/8/2020 11:10,2,D774655,711,0,0
5/30/2020 19:27,3,T664783,1140,20,0
11/28/2020 12:18,3,N119221,1296,0,0
3/5/2020 13:28,3,X991580,207,15,0
10/13/2020 10:33,3,J632516,595,0,0
4/14/2020 14:12,3,F542348,542,10,0
4/20/2020 9:12,3,I992869,213,0,0
2/23/2020 12:45,2,T398672,94,133,0
1/14/2020 19:15,3,N620104,1309,14,0
5/2/2020 16:11,2,C206355,1067,1,1
3/12/2020 19:24,1,T398672,240,0,0
1/21/2020 10:49,3,P286634,43,0,0
3/10/2020 11:31,3,K915074,1047,22,0
9/4/2020 19:23,3,B861430,278,13,0
1/25/2020 15:48,3,T398672,308,3,0
8/13/2020 14:52,2,S704443,990,0,0
9/23/2020 15:58,3,N772493,577,13,0
7/1/2020 13:22,2,I281837,1126,0,0
5/2/2020 12:09,2,J419954,900,23,0
3/19/2020 10:37,3,K273930,1466,0,0
2/17/2020 9:11,2,U641256,808,0,0
11/20/2020 18:09,1,U194381,297,27,0
10/26/2020 8:57,1,T387561,1294,0,0
2/16/2020 8:29,2,L736768,367,6,0
1/28/2020 12:13,3,T398672,585,0,0
9/7/2020 11:58,3,E137708,107,0,0
5/19/2020 14:41,2,P203824,521,35,0
5/18/2020 15:43,3,M855788,1082,3,0
2/17/2020 18:39,3,V228277,1271,0,0
5/20/2020 15:29,1,K915074,323,7,0
2/19/2020 11:07,1,K222775,43,2,0
12/1/2020 10:07,3,S564705,522,0,0
12/1/2020 11:15,3,M855788,1325,0,0
3/17/2020 15:21,3,S704443,304,0,0
7/6/2020 10:19,2,J632516,885,0,0
10/23/2020 12:58,3,J419954,356,1,0
2/23/2020 8:36,3,L736768,1372,252,0
3/11/2020 19:36,1,N620104,809,12,0
4/29/2020 16:10,2,Q921541,126,27,0
10/16/2020 14:03,2,N620104,645,27,1
2/12/2020 12:16,2,Q921541,917,0,0
12/27/2020 12:51,2,M163408,977,0,0
2/7/2020 16:55,3,B861430,1195,0,1
7/16/2020 10:04,3,B861430,450,0,0
11/13/2020 13:39,2,D774655,41,88,0
7/4/2020 13:04,2,B971624,993,14,0
2/16/2020 12:49,2,N470942,1379,16,0
1/2/2020 19:59,2,V732706,1116,0,0
10/19/2020 13:18,3,K669566,1324,0,0
9/12/2020 12:55,3,Y193775,134,19,0
5/20/2020 13:04,3,T659609,584,18,0
11/27/2020 16:37,3,A166733,951,0,0
7/26/2020 14:52,3,M855788,881,22,0
3/6/2020 12:24,3,I992869,1347,9,0
8/4/2020 18:40,1,S274120,1039,27,0
10/21/2020 16:17,3,I281837,575,0,0
1/14/2020 19:02,3,J192194,515,288,1
5/21/2020 16:55,1,P286634,1285,10,0
12/6/2020 14:37,3,X991580,382,44,0
9/2/2020 11:14,3,I992869,967,0,0
9/28/2020 18:00,3,U194381,262,81,0
11/24/2020 18:00,3,U641256,993,0,0
8/13/2020 19:10,2,I543040,1300,0,0
2/22/2020 17:25,2,A166733,506,0,0
5/5/2020 15:55,2,N119221,447,0,0
4/7/2020 9:30,2,J632516,627,27,0
3/27/2020 19:42,2,K273930,509,0,0
2/25/2020 10:39,2,S274120,1036,11,1
1/18/2020 11:16,1,K418200,361,30,0
10/3/2020 12:25,3,B861430,1365,26,0
5/12/2020 13:54,2,I992869,1142,0,0
3/25/2020 18:17,3,B861430,776,27,0
7/16/2020 15:19,2,E137708,1312,0,0
1/18/2020 9:27,3,V228277,1180,15,1
2/23/2020 18:13,3,H438047,322,20,0
12/11/2020 11:34,2,N772493,648,0,0
8/16/2020 17:34,2,F533051,840,25,0
11/23/2020 16:22,2,N620104,1103,0,0
10/31/2020 14:24,3,G727038,696,12,0
12/1/2020 13:30,3,E243130,1280,0,0
3/19/2020 16:58,3,K915074,1092,0,1
3/28/2020 11:09,3,H438047,1017,17,0
9/14/2020 18:41,1,F533051,802,11,0
10/30/2020 16:55,2,J192194,1318,0,0
3/23/2020 14:07,3,Y193775,72,0,0
4/15/2020 14:18,2,N620104,837,19,0
1/7/2020 18:54,3,O856292,805,31,0
5/29/2020 15:01,3,V228277,1253,0,0
12/25/2020 8:28,2,L736768,1268,68,0
4/24/2020 10:24,3,Y193775,806,5,0
6/17/2020 17:07,2,S704443,412,255,0
12/21/2020 8:37,1,X825147,68,167,0
12/27/2020 15:54,3,P203824,1267,0,0
11/14/2020 15:15,2,A475155,444,19,0
10/22/2020 9:37,2,J549755,479,194,0
6/21/2020 18:24,3,J173690,707,0,0
4/14/2020 17:19,3,E137708,1020,0,0
11/8/2020 17:52,2,E988252,474,0,0
6/24/2020 14:36,3,S704443,1090,23,0
5/12/2020 14:07,1,F533051,194,11,0
9/4/2020 8:53,2,E988252,1370,25,0
4/26/2020 18:12,1,K669566,1063,13,0
12/29/2020 9:52,1,C319958,1479,27,0
1/17/2020 18:27,3,S704443,903,0,0
3/6/2020 11:06,3,O856292,172,0,0
9/13/2020 14:45,3,D774655,129,4,0
4/29/2020 10:06,2,B651033,1129,16,0
3/28/2020 9:51,3,C206355,804,11,0
4/30/2020 14:12,3,V732706,1245,0,0
5/7/2020 13:23,3,Y193775,200,15,0
7/21/2020 13:22,2,J192194,335,0,0
10/20/2020 19:36,2,T398672,1155,18,0
9/16/2020 17:51,2,Y193775,1093,0,0
6/30/2020 19:38,1,I543040,1478,0,0
5/1/2020 19:57,3,V828034,1364,22,0
10/19/2020 12:55,2,C319958,345,0,1
4/6/2020 9:48,2,X409223,241,0,0
1/18/2020 9:44,2,Q921541,1287,0,0
12/15/2020 14:51,2,H438047,544,191,0
7/30/2020 10:09,2,V228277,1391,264,0
11/16/2020 14:13,3,T659609,651,54,0
7/6/2020 9:22,3,G727038,514,0,0
2/15/2020 18:09,1,K915074,620,6,0
8/27/2020 10:04,2,X991580,128,0,0
12/11/2020 12:12,2,V228277,1181,0,0
5/22/2020 19:20,2,B861430,247,2,0
1/13/2020 9:05,3,P286634,1398,21,0
10/7/2020 15:13,3,I992869,48,22,0
3/4/2020 18:06,1,S704443,1494,21,0
10/27/2020 15:27,2,U194381,1230,7,0
7/27/2020 9:20,1,X110622,552,28,0
12/6/2020 16:33,3,K399501,639,149,0
4/20/2020 18:22,3,N772493,632,0,0
8/18/2020 11:58,1,L736768,279,0,0
5/17/2020 16:40,3,C206355,340,11,0
8/22/2020 10:38,3,E988252,970,0,0
1/20/2020 16:53,3,A475155,366,14,0
1/25/2020 9:55,3,T387561,787,99,0
8/22/2020 10:27,1,N119221,157,8,0
2/5/2020 11:34,1,M794992,691,0,1
1/5/2020 12:07,2,X110622,1057,20,0
1/5/2020 12:48,3,U194381,273,0,0
8/1/2020 8:12,1,S704443,501,24,0
8/23/2020 9:23,3,K399501,843,0,0
3/9/2020 13:01,1,M794992,682,18,0
12/13/2020 14:15,2,T387561,149,7,0
